# target,,uncorrected (10 iterations),,,,extrapolated (11 iterations),,,,high frequency slope correction (7 iterations),,,
# period (s),sa (g),period (s),sa (g),frequency (Hz),FAS (g-s),period (s),sa (g),frequency (Hz),FAS (g-s),period (s),sa (g),frequency (Hz),FAS (g-s)
,,,,31.6438,0.00317402,,,48.9607,0.00164398,,,48.9607,0.00164835
,,,,31.74,0.0031573,,,49.1428,0.00163637,,,49.1428,0.00163874
,,,,31.8365,0.00314069,,,49.3257,0.00162883,,,49.3257,0.00162919
,,,,31.9333,0.00312417,,,49.5091,0.00162136,,,49.5091,0.0016197
,,,,32.0304,0.00310775,,,49.6933,0.00161396,,,49.6933,0.00161026
,,,,32.1278,0.00309144,,,49.8782,0.00160663,,,49.8782,0.00160087
,,,,32.2255,0.00307522,,,50.0637,0.00159937,,,50.0637,0.00159154
,,,,32.3235,0.0030591,,,50.25,0.00159217,,,50.25,0.00158226
,,,,32.4217,0.00304308,,,50.4369,0.00158505,,,50.4369,0.00157304
,,,,32.5203,0.00302716,,,50.6245,0.00157799,,,50.6245,0.00156387
,,,,32.6192,0.00301134,,,50.8129,0.00157099,,,50.8129,0.00155475
,,,,32.7184,0.00299562,,,51.0019,0.00156407,,,51.0019,0.00154569
,,,,32.8179,0.00297999,,,51.1916,0.0015572,,,51.1916,0.00153668
,,,,32.9177,0.00296446,,,51.3821,0.00155041,,,51.3821,0.00152773
,,,,33.0177,0.00294903,,,51.5732,0.00154367,,,51.5732,0.00151882
,,,,33.1181,0.0029337,,,51.7651,0.001537,,,51.7651,0.00150997
,,,,33.2188,0.00291846,,,51.9576,0.00153039,,,51.9576,0.00150117
,,,,33.3198,0.00290332,,,52.1509,0.00152385,,,52.1509,0.00149242
,,,,33.4212,0.00288828,,,52.3449,0.00151736,,,52.3449,0.00148372
,,,,33.5228,0.00287334,,,52.5397,0.00151094,,,52.5397,0.00147507
,,,,33.6247,0.00285848,,,52.7351,0.00150457,,,52.7351,0.00146647
,,,,33.7269,0.00284373,,,52.9313,0.00149826,,,52.9313,0.00145792
,,,,33.8295,0.00282907,,,53.1282,0.00149202,,,53.1282,0.00144943
,,,,33.9323,0.00281451,,,53.3259,0.00148583,,,53.3259,0.00144098
,,,,34.0355,0.00280004,,,53.5242,0.0014797,,,53.5242,0.00143258
,,,,34.139,0.00278566,,,53.7233,0.00147362,,,53.7233,0.00142423
,,,,34.2428,0.00277138,,,53.9232,0.0014676,,,53.9232,0.00141593
,,,,34.3469,0.00275719,,,54.1238,0.00146164,,,54.1238,0.00140767
,,,,34.4514,0.0027431,,,54.3251,0.00145573,,,54.3251,0.00139947
,,,,34.5561,0.0027291,,,54.5272,0.00144987,,,54.5272,0.00139131
,,,,34.6612,0.00271519,,,54.7301,0.00144407,,,54.7301,0.0013832
,,,,34.7666,0.00270137,,,54.9337,0.00143832,,,54.9337,0.00137514
,,,,34.8723,0.00268765,,,55.138,0.00143262,,,55.138,0.00136712
,,,,34.9783,0.00267402,,,55.3432,0.00142698,,,55.3432,0.00135916
,,,,35.0847,0.00266048,,,55.549,0.00142139,,,55.549,0.00135123
,,,,35.1913,0.00264703,,,55.7557,0.00141584,,,55.7557,0.00134336
,,,,35.2984,0.00263367,,,55.9631,0.00141035,,,55.9631,0.00133553
,,,,35.4057,0.0026204,,,56.1713,0.0014049,,,56.1713,0.00132774
,,,,35.5133,0.00260722,,,56.3803,0.00139951,,,56.3803,0.00132
,,,,35.6213,0.00259414,,,56.59,0.00139416,,,56.59,0.00131231
,,,,35.7296,0.00258114,,,56.8005,0.00138886,,,56.8005,0.00130466
,,,,35.8383,0.00256823,,,57.0118,0.0013836,,,57.0118,0.00129706
,,,,35.9472,0.00255541,,,57.2239,0.0013784,,,57.2239,0.0012895
,,,,36.0565,0.00254268,,,57.4368,0.00137323,,,57.4368,0.00128198
,,,,36.1662,0.00253004,,,57.6505,0.00136812,,,57.6505,0.00127451
,,,,36.2761,0.00251748,,,57.8649,0.00136304,,,57.8649,0.00126708
,,,,36.3864,0.00250502,,,58.0802,0.00135801,,,58.0802,0.00125969
,,,,36.4971,0.00249264,,,58.2963,0.00135303,,,58.2963,0.00125235
,,,,36.608,0.00248034,,,58.5131,0.00134808,,,58.5131,0.00124505
,,,,36.7193,0.00246814,,,58.7308,0.00134318,,,58.7308,0.00123779
,,,,36.831,0.00245601,,,58.9493,0.00133832,,,58.9493,0.00123058
,,,,36.943,0.00244398,,,59.1686,0.0013335,,,59.1686,0.00122341
,,,,37.0553,0.00243203,,,59.3887,0.00132873,,,59.3887,0.00121627
,,,,37.168,0.00242017,,,59.6096,0.00132399,,,59.6096,0.00120918
,,,,37.281,0.00240839,,,59.8314,0.00131929,,,59.8314,0.00120214
,,,,37.3943,0.00239669,,,60.054,0.00131463,,,60.054,0.00119513
,,,,37.508,0.00238508,,,60.2774,0.00131001,,,60.2774,0.00118816
,,,,37.6221,0.00237356,,,60.5016,0.00130542,,,60.5016,0.00118124
,,,,37.7365,0.00236211,,,60.7267,0.00130088,,,60.7267,0.00117435
,,,,37.8512,0.00235075,,,60.9526,0.00129637,,,60.9526,0.00116751
,,,,37.9663,0.00233948,,,61.1793,0.00129189,,,61.1793,0.0011607
,,,,38.0818,0.00232828,,,61.4069,0.00128745,,,61.4069,0.00115394
,,,,38.1975,0.00231717,,,61.6354,0.00128305,,,61.6354,0.00114721
,,,,38.3137,0.00230614,,,61.8647,0.00127868,,,61.8647,0.00114052
,,,,38.4302,0.00229519,,,62.0948,0.00127435,,,62.0948,0.00113388
,,,,38.547,0.00228432,,,62.3258,0.00127005,,,62.3258,0.00112727
,,,,38.6642,0.00227354,,,62.5576,0.00126578,,,62.5576,0.0011207
,,,,38.7818,0.00226283,,,62.7904,0.00126155,,,62.7904,0.00111416
,,,,38.8997,0.00225221,,,63.024,0.00125735,,,63.024,0.00110767
,,,,39.018,0.00224166,,,63.2584,0.00125318,,,63.2584,0.00110121
,,,,39.1366,0.00223119,,,63.4937,0.00124904,,,63.4937,0.0010948
,,,,39.2556,0.00222081,,,63.7299,0.00124493,,,63.7299,0.00108841
,,,,39.375,0.0022105,,,63.967,0.00124086,,,63.967,0.00108207
,,,,39.4947,0.00220027,,,64.205,0.00123681,,,64.205,0.00107576
,,,,39.6148,0.00219012,,,64.4438,0.0012328,,,64.4438,0.00106949
,,,,39.7352,0.00218005,,,64.6836,0.00122881,,,64.6836,0.00106326
,,,,39.8561,0.00217005,,,64.9242,0.00122485,,,64.9242,0.00105706
,,,,39.9773,0.00216014,,,65.1657,0.00122092,,,65.1657,0.0010509
,,,,40.0988,0.0021503,,,65.4081,0.00121702,,,65.4081,0.00104477
,,,,40.2207,0.00214053,,,65.6515,0.00121315,,,65.6515,0.00103868
,,,,40.343,0.00213085,,,65.8957,0.00120931,,,65.8957,0.00103263
,,,,40.4657,0.00212124,,,66.1408,0.00120549,,,66.1408,0.00102661
,,,,40.5887,0.0021117,,,66.3869,0.0012017,,,66.3869,0.00102063
,,,,40.7121,0.00210225,,,66.6339,0.00119793,,,66.6339,0.00101468
,,,,40.8359,0.00209287,,,66.8817,0.00119419,,,66.8817,0.00100876
,,,,40.9601,0.00208356,,,67.1305,0.00119048,,,67.1305,0.00100288
,,,,41.0846,0.00207433,,,67.3803,0.00118679,,,67.3803,0.000997038
,,,,41.2096,0.00206517,,,67.6309,0.00118313,,,67.6309,0.000991226
,,,,41.3349,0.00205609,,,67.8825,0.00117949,,,67.8825,0.000985449
,,,,41.4605,0.00204708,,,68.1351,0.00117587,,,68.1351,0.000979705
,,,,41.5866,0.00203815,,,68.3885,0.00117228,,,68.3885,0.000973994
,,,,41.713,0.00202928,,,68.6429,0.00116872,,,68.6429,0.000968317
,,,,41.8399,0.0020205,,,68.8983,0.00116517,,,68.8983,0.000962673
,,,,41.9671,0.00201178,,,69.1546,0.00116165,,,69.1546,0.000957062
,,,,42.0947,0.00200314,,,69.4119,0.00115815,,,69.4119,0.000951483
,,,,42.2227,0.00199458,,,69.6701,0.00115467,,,69.6701,0.000945937
,,,,42.3511,0.00198608,,,69.9293,0.00115122,,,69.9293,0.000940424
,,,,42.4798,0.00197766,,,70.1894,0.00114779,,,70.1894,0.000934942
,,,,42.609,0.00196931,,,70.4505,0.00114437,,,70.4505,0.000929493
,,,,42.7386,0.00196103,,,70.7126,0.00114098,,,70.7126,0.000924075
,,,,42.8685,0.00195282,,,70.9757,0.00113761,,,70.9757,0.000918688
,,,,42.9989,0.00194468,,,71.2397,0.00113426,,,71.2397,0.000913334
,,,,43.1296,0.00193662,,,71.5047,0.00113093,,,71.5047,0.00090801
,,,,43.2607,0.00192862,,,71.7707,0.00112762,,,71.7707,0.000902717
,,,,43.3923,0.0019207,,,72.0377,0.00112433,,,72.0377,0.000897456
,,,,43.5242,0.00191285,,,72.3057,0.00112106,,,72.3057,0.000892225
,,,,43.6566,0.00190507,,,72.5747,0.00111781,,,72.5747,0.000887024
,,,,43.7893,0.00189735,,,72.8447,0.00111458,,,72.8447,0.000881854
,,,,43.9224,0.00188971,,,73.1157,0.00111136,,,73.1157,0.000876714
,,,,44.056,0.00188214,,,73.3877,0.00110817,,,73.3877,0.000871603
,,,,44.1899,0.00187463,,,73.6607,0.00110499,,,73.6607,0.000866523
,,,,44.3243,0.0018672,,,73.9347,0.00110183,,,73.9347,0.000861472
,,,,44.4591,0.00185984,,,74.2097,0.00109868,,,74.2097,0.000856451
,,,,44.5943,0.00185254,,,74.4858,0.00109556,,,74.4858,0.000851459
,,,,44.7298,0.00184531,,,74.7629,0.00109245,,,74.7629,0.000846496
,,,,44.8659,0.00183815,,,75.041,0.00108936,,,75.041,0.000841562
,,,,45.0023,0.00183106,,,75.3202,0.00108628,,,75.3202,0.000836656
,,,,45.1391,0.00182404,,,75.6004,0.00108322,,,75.6004,0.00083178
,,,,45.2764,0.00181709,,,75.8816,0.00108018,,,75.8816,0.000826931
,,,,45.414,0.0018102,,,76.1639,0.00107715,,,76.1639,0.000822111
,,,,45.5521,0.00180338,,,76.4472,0.00107414,,,76.4472,0.00081732
,,,,45.6906,0.00179663,,,76.7316,0.00107115,,,76.7316,0.000812556
,,,,45.8295,0.00178994,,,77.0171,0.00106817,,,77.0171,0.000807819
,,,,45.9689,0.00178332,,,77.3036,0.0010652,,,77.3036,0.000803111
,,,,46.1087,0.00177677,,,77.5912,0.00106225,,,77.5912,0.00079843
,,,,46.2488,0.00177029,,,77.8798,0.00105931,,,77.8798,0.000793776
,,,,46.3895,0.00176387,,,78.1695,0.00105639,,,78.1695,0.000789149
,,,,46.5305,0.00175751,,,78.4603,0.00105348,,,78.4603,0.000784549
,,,,46.672,0.00175123,,,78.7522,0.00105059,,,78.7522,0.000779976
,,,,46.8139,0.001745,,,79.0452,0.00104771,,,79.0452,0.00077543
,,,,46.9563,0.00173885,,,79.3392,0.00104485,,,79.3392,0.00077091
,,,,47.099,0.00173276,,,79.6344,0.00104199,,,79.6344,0.000766417
,,,,47.2422,0.00172673,,,79.9306,0.00103916,,,79.9306,0.000761949
,,,,47.3859,0.00172077,,,80.228,0.00103633,,,80.228,0.000757508
,,,,47.53,0.00171487,,,80.5264,0.00103352,,,80.5264,0.000753093
,,,,47.6745,0.00170903,,,80.826,0.00103072,,,80.826,0.000748703
,,,,47.8194,0.00170326,,,81.1267,0.00102793,,,81.1267,0.000744339
,,,,47.9648,0.00169756,,,81.4285,0.00102516,,,81.4285,0.00074
,,,,48.1107,0.00169191,,,81.7314,0.00102239,,,81.7314,0.000735687
,,,,48.257,0.00168633,,,82.0354,0.00101964,,,82.0354,0.000731399
,,,,48.4037,0.00168081,,,82.3406,0.00101691,,,82.3406,0.000727136
,,,,48.5509,0.00167536,,,82.6469,0.00101418,,,82.6469,0.000722897
,,,,48.6985,0.00166996,,,82.9544,0.00101146,,,82.9544,0.000718684
,,,,48.8466,0.00166463,,,83.263,0.00100876,,,83.263,0.000714495
,,,,48.9951,0.00165936,,,83.5727,0.00100607,,,83.5727,0.00071033
,,,,49.144,0.00165415,,,83.8836,0.00100339,,,83.8836,0.00070619
,,,,49.2935,0.001649,,,84.1957,0.00100072,,,84.1957,0.000702074
,,,,49.4434,0.00164391,,,84.5089,0.000998063,,,84.5089,0.000697981
,,,,49.5937,0.00163888,,,84.8233,0.000995416,,,84.8233,0.000693913
,,,,49.7445,0.00163391,,,85.1388,0.00099278,,,85.1388,0.000689868
,,,,49.8957,0.001629,,,85.4556,0.000990154,,,85.4556,0.000685847
,,,,50.0474,0.00162415,,,85.7735,0.000987539,,,85.7735,0.000681849
,,,,50.1996,0.00161935,,,86.0926,0.000984934,,,86.0926,0.000677875
,,,,50.3523,0.00161462,,,86.4128,0.000982339,,,86.4128,0.000673924
,,,,50.5054,0.00160994,,,86.7343,0.000979754,,,86.7343,0.000669996
,,,,50.6589,0.00160532,,,87.057,0.000977179,,,87.057,0.00066609
,,,,50.813,0.00160076,,,87.3808,0.000974615,,,87.3808,0.000662208
,,,,50.9675,0.00159625,,,87.7059,0.000972059,,,87.7059,0.000658348
,,,,51.1224,0.0015918,,,88.0322,0.000969514,,,88.0322,0.000654511
,,,,51.2779,0.0015874,,,88.3596,0.000966978,,,88.3596,0.000650696
,,,,51.4338,0.00158306,,,88.6883,0.000964451,,,88.6883,0.000646903
,,,,51.5902,0.00157877,,,89.0183,0.000961934,,,89.0183,0.000643132
,,,,51.747,0.00157454,,,89.3494,0.000959426,,,89.3494,0.000639384
,,,,51.9044,0.00157036,,,89.6818,0.000956927,,,89.6818,0.000635657
,,,,52.0622,0.00156623,,,90.0154,0.000954437,,,90.0154,0.000631952
,,,,52.2205,0.00156216,,,90.3503,0.000951956,,,90.3503,0.000628268
,,,,52.3793,0.00155814,,,90.6864,0.000949484,,,90.6864,0.000624606
,,,,52.5385,0.00155417,,,91.0238,0.00094702,,,91.0238,0.000620965
,,,,52.6983,0.00155025,,,91.3624,0.000944565,,,91.3624,0.000617346
,,,,52.8585,0.00154638,,,91.7023,0.000942118,,,91.7023,0.000613748
,,,,53.0192,0.00154256,,,92.0434,0.00093968,,,92.0434,0.00061017
,,,,53.1804,0.00153879,,,92.3858,0.00093725,,,92.3858,0.000606614
,,,,53.3421,0.00153507,,,92.7295,0.000934828,,,92.7295,0.000603078
,,,,53.5043,0.0015314,,,93.0745,0.000932415,,,93.0745,0.000599563
,,,,53.667,0.00152777,,,93.4207,0.000930009,,,93.4207,0.000596068
,,,,53.8302,0.0015242,,,93.7683,0.000927612,,,93.7683,0.000592593
,,,,53.9939,0.00152067,,,94.1171,0.000925222,,,94.1171,0.000589139
,,,,54.158,0.00151718,,,94.4672,0.00092284,,,94.4672,0.000585705
,,,,54.3227,0.00151374,,,94.8186,0.000920466,,,94.8186,0.000582291
,,,,54.4879,0.00151035,,,95.1714,0.000918099,,,95.1714,0.000578897
,,,,54.6536,0.001507,,,95.5254,0.00091574,,,95.5254,0.000575523
,,,,54.8197,0.0015037,,,95.8808,0.000913388,,,95.8808,0.000572169
,,,,54.9864,0.00150044,,,96.2375,0.000911044,,,96.2375,0.000568833
,,,,55.1536,0.00149722,,,96.5955,0.000908707,,,96.5955,0.000565518
,,,,55.3213,0.00149404,,,96.9548,0.000906378,,,96.9548,0.000562222
,,,,55.4895,0.00149091,,,97.3155,0.000904055,,,97.3155,0.000558944
,,,,55.6582,0.00148782,,,97.6775,0.00090174,,,97.6775,0.000555687
,,,,55.8275,0.00148477,,,98.0409,0.000899432,,,98.0409,0.000552448
,,,,55.9972,0.00148176,,,98.4056,0.000897131,,,98.4056,0.000549227
,,,,56.1675,0.00147878,,,98.7717,0.000894836,,,98.7717,0.000546026
,,,,56.3383,0.00147585,,,99.1391,0.000892549,,,99.1391,0.000542843
,,,,56.5096,0.00147296,,,99.5079,0.000890268,,,99.5079,0.000539679
,,,,56.6814,0.0014701,,,99.8781,0.000887995,,,99.8781,0.000536534
,,,,56.8537,0.00146728,,,100.25,0.000885726,,,100.25,0.000533406
,,,,57.0266,0.0014645,,,100.623,0.000883464,,,100.623,0.000530297
,,,,57.2,0.00146176,,,100.997,0.000881208,,,100.997,0.000527206
,,,,57.3739,0.00145905,,,101.373,0.000878957,,,101.373,0.000524133
,,,,57.5484,0.00145638,,,101.75,0.000876712,,,101.75,0.000521078
,,,,57.7233,0.00145374,,,102.128,0.000874473,,,102.128,0.000518041
,,,,57.8989,0.00145113,,,102.508,0.000872239,,,102.508,0.000515021
,,,,58.0749,0.00144856,,,102.89,0.000870011,,,102.89,0.000512019
,,,,58.2515,0.00144603,,,103.272,0.000867789,,,103.272,0.000509035
,,,,58.4286,0.00144352,,,103.656,0.000865573,,,103.656,0.000506068
,,,,58.6063,0.00144105,,,104.042,0.000863362,,,104.042,0.000503118
,,,,58.7844,0.00143861,,,104.429,0.000861157,,,104.429,0.000500186
,,,,58.9632,0.0014362,,,104.818,0.000858957,,,104.818,0.00049727
,,,,59.1425,0.00143382,,,105.208,0.000856763,,,105.208,0.000494372
,,,,59.3223,0.00143148,,,105.599,0.000854575,,,105.599,0.00049149
,,,,59.5027,0.00142916,,,105.992,0.000852392,,,105.992,0.000488625
,,,,59.6836,0.00142687,,,106.386,0.000850215,,,106.386,0.000485777
,,,,59.8651,0.00142461,,,106.782,0.000848044,,,106.782,0.000482946
,,,,60.0471,0.00142238,,,107.179,0.000845878,,,107.179,0.000480131
,,,,60.2297,0.00142018,,,107.578,0.000843717,,,107.578,0.000477332
,,,,60.4128,0.00141801,,,107.978,0.000841562,,,107.978,0.00047455
,,,,60.5965,0.00141586,,,108.38,0.000839413,,,108.38,0.000471784
,,,,60.7807,0.00141374,,,108.783,0.000837269,,,108.783,0.000469034
,,,,60.9655,0.00141164,,,109.188,0.00083513,,,109.188,0.0004663
,,,,61.1509,0.00140957,,,109.594,0.000832997,,,109.594,0.000463582
,,,,61.3368,0.00140753,,,110.001,0.00083087,,,110.001,0.00046088
,,,,61.5233,0.00140551,,,110.411,0.000828747,,,110.411,0.000458193
,,,,61.7104,0.00140352,,,110.821,0.000826631,,,110.821,0.000455523
,,,,61.898,0.00140155,,,111.234,0.000824519,,,111.234,0.000452868
,,,,62.0863,0.00139961,,,111.647,0.000822413,,,111.647,0.000450228
,,,,62.275,0.00139768,,,112.063,0.000820313,,,112.063,0.000447604
,,,,62.4644,0.00139579,,,112.48,0.000818218,,,112.48,0.000444995
,,,,62.6543,0.00139391,,,112.898,0.000816128,,,112.898,0.000442401
,,,,62.8448,0.00139205,,,113.318,0.000814043,,,113.318,0.000439822
,,,,63.0359,0.00139022,,,113.74,0.000811964,,,113.74,0.000437259
,,,,63.2276,0.00138841,,,114.163,0.00080989,,,114.163,0.00043471
,,,,63.4198,0.00138662,,,114.587,0.000807822,,,114.587,0.000432176
,,,,63.6126,0.00138485,,,115.014,0.000805758,,,115.014,0.000429657
,,,,63.8061,0.0013831,,,115.442,0.0008037,,,115.442,0.000427153
,,,,64.0001,0.00138138,,,115.871,0.000801647,,,115.871,0.000424663
,,,,64.1947,0.00137967,,,116.302,0.0007996,,,116.302,0.000422188
,,,,64.3899,0.00137798,,,116.735,0.000797558,,,116.735,0.000419727
,,,,64.5856,0.00137631,,,117.169,0.000795521,,,117.169,0.00041728
,,,,64.782,0.00137466,,,117.605,0.000793489,,,117.605,0.000414848
,,,,64.979,0.00137302,,,118.042,0.000791462,,,118.042,0.00041243
,,,,65.1766,0.00137141,,,118.482,0.00078944,,,118.482,0.000410026
,,,,65.3747,0.00136981,,,118.922,0.000787424,,,118.922,0.000407636
,,,,65.5735,0.00136823,,,119.365,0.000785413,,,119.365,0.00040526
,,,,65.7729,0.00136666,,,119.809,0.000783407,,,119.809,0.000402898
,,,,65.9729,0.00136512,,,120.254,0.000781406,,,120.254,0.000400549
,,,,66.1735,0.00136359,,,120.702,0.00077941,,,120.702,0.000398215
,,,,66.3747,0.00136207,,,121.151,0.000777419,,,121.151,0.000395894
,,,,66.5765,0.00136057,,,121.602,0.000775434,,,121.602,0.000393586
,,,,66.7789,0.00135909,,,122.054,0.000773453,,,122.054,0.000391292
,,,,66.982,0.00135762,,,122.508,0.000771478,,,122.508,0.000389011
,,,,67.1856,0.00135617,,,122.964,0.000769507,,,122.964,0.000386744
,,,,67.3899,0.00135473,,,123.421,0.000767542,,,123.421,0.000384489
,,,,67.5948,0.0013533,,,123.88,0.000765581,,,123.88,0.000382248
,,,,67.8004,0.00135189,,,124.341,0.000763626,,,124.341,0.00038002
,,,,68.0065,0.0013505,,,124.804,0.000761675,,,124.804,0.000377805
,,,,68.2133,0.00134911,,,125.268,0.00075973,,,125.268,0.000375603
,,,,68.4207,0.00134774,,,125.734,0.00075779,,,125.734,0.000373414
,,,,68.6287,0.00134639,,,126.202,0.000755854,,,126.202,0.000371237
,,,,68.8374,0.00134504,,,126.671,0.000753924,,,126.671,0.000369073
,,,,69.0467,0.00134371,,,127.142,0.000751998,,,127.142,0.000366922
,,,,69.2566,0.00134239,,,127.615,0.000750077,,,127.615,0.000364783
,,,,69.4672,0.00134108,,,128.09,0.000748161,,,128.09,0.000362657
,,,,69.6784,0.00133979,,,128.567,0.00074625,,,128.567,0.000360543
,,,,69.8903,0.0013385,,,129.045,0.000744344,,,129.045,0.000358442
,,,,70.1028,0.00133723,,,129.525,0.000742443,,,129.525,0.000356352
,,,,70.316,0.00133597,,,130.007,0.000740547,,,130.007,0.000354275
,,,,70.5298,0.00133472,,,130.49,0.000738655,,,130.49,0.00035221
,,,,70.7442,0.00133348,,,130.976,0.000736769,,,130.976,0.000350157
,,,,70.9593,0.00133225,,,131.463,0.000734887,,,131.463,0.000348116
,,,,71.1751,0.00133103,,,131.952,0.00073301,,,131.952,0.000346087
,,,,71.3915,0.00132982,,,132.443,0.000731138,,,132.443,0.00034407
,,,,71.6086,0.00132862,,,132.936,0.00072927,,,132.936,0.000342064
,,,,71.8263,0.00132742,,,133.43,0.000727408,,,133.43,0.000340071
,,,,72.0447,0.00132624,,,133.927,0.00072555,,,133.927,0.000338088
,,,,72.2637,0.00132507,,,134.425,0.000723697,,,134.425,0.000336118
,,,,72.4835,0.00132391,,,134.925,0.000721848,,,134.925,0.000334159
,,,,72.7039,0.00132275,,,135.427,0.000720004,,,135.427,0.000332211
,,,,72.9249,0.0013216,,,135.931,0.000718165,,,135.931,0.000330274
,,,,73.1467,0.00132047,,,136.436,0.000716331,,,136.436,0.000328349
,,,,73.3691,0.00131934,,,136.944,0.000714502,,,136.944,0.000326435
,,,,73.5921,0.00131821,,,137.453,0.000712677,,,137.453,0.000324533
,,,,73.8159,0.0013171,,,137.965,0.000710856,,,137.965,0.000322641
,,,,74.0404,0.00131599,,,138.478,0.000709041,,,138.478,0.000320761
,,,,74.2655,0.00131489,,,138.993,0.00070723,,,138.993,0.000318891
,,,,74.4913,0.0013138,,,139.51,0.000705423,,,139.51,0.000317032
,,,,74.7178,0.00131272,,,140.029,0.000703622,,,140.029,0.000315184
,,,,74.945,0.00131164,,,140.55,0.000701824,,,140.55,0.000313347
,,,,75.1728,0.00131057,,,141.073,0.000700032,,,141.073,0.000311521
,,,,75.4014,0.0013095,,,141.598,0.000698244,,,141.598,0.000309705
,,,,75.6307,0.00130844,,,142.125,0.00069646,,,142.125,0.0003079
,,,,75.8606,0.00130739,,,142.653,0.000694682,,,142.653,0.000306105
,,,,76.0913,0.00130635,,,143.184,0.000692907,,,143.184,0.000304321
,,,,76.3227,0.00130531,,,143.717,0.000691137,,,143.717,0.000302547
,,,,76.5547,0.00130427,,,144.251,0.000689372,,,144.251,0.000300783
,,,,76.7875,0.00130324,,,144.788,0.000687611,,,144.788,0.00029903
,,,,77.021,0.00130222,,,145.326,0.000685855,,,145.326,0.000297287
,,,,77.2552,0.00130121,,,145.867,0.000684103,,,145.867,0.000295554
,,,,77.4901,0.00130019,,,146.41,0.000682356,,,146.41,0.000293832
,,,,77.7257,0.00129919,,,146.954,0.000680613,,,146.954,0.000292119
,,,,77.962,0.00129819,,,147.501,0.000678875,,,147.501,0.000290416
,,,,78.1991,0.00129719,,,148.05,0.000677141,,,148.05,0.000288724
,,,,78.4368,0.0012962,,,148.601,0.000675411,,,148.601,0.000287041
,,,,78.6753,0.00129521,,,149.153,0.000673686,,,149.153,0.000285368
,,,,78.9145,0.00129423,,,149.708,0.000671966,,,149.708,0.000283704
,,,,79.1545,0.00129325,,,150.265,0.000670249,,,150.265,0.000282051
,,,,79.3952,0.00129228,,,150.824,0.000668537,,,150.824,0.000280407
,,,,79.6366,0.00129131,,,151.385,0.00066683,,,151.385,0.000278772
,,,,79.8787,0.00129034,,,151.948,0.000665127,,,151.948,0.000277147
,,,,80.1216,0.00128938,,,152.514,0.000663428,,,152.514,0.000275532
,,,,80.3652,0.00128843,,,153.081,0.000661733,,,153.081,0.000273926
,,,,80.6095,0.00128747,,,153.651,0.000660043,,,153.651,0.000272329
,,,,80.8546,0.00128652,,,154.222,0.000658357,,,154.222,0.000270742
,,,,81.1005,0.00128558,,,154.796,0.000656676,,,154.796,0.000269164
,,,,81.3471,0.00128464,,,155.372,0.000654999,,,155.372,0.000267595
,,,,81.5944,0.0012837,,,155.95,0.000653326,,,155.95,0.000266035
,,,,81.8425,0.00128276,,,156.53,0.000651657,,,156.53,0.000264484
,,,,82.0914,0.00128183,,,157.112,0.000649992,,,157.112,0.000262943
,,,,82.341,0.0012809,,,157.697,0.000648332,,,157.697,0.00026141
,,,,82.5913,0.00127998,,,158.283,0.000646676,,,158.283,0.000259886
,,,,82.8425,0.00127905,,,158.872,0.000645025,,,158.872,0.000258372
,,,,83.0943,0.00127813,,,159.463,0.000643377,,,159.463,0.000256866
,,,,83.347,0.00127722,,,160.056,0.000641734,,,160.056,0.000255368
,,,,83.6004,0.0012763,,,160.652,0.000640095,,,160.652,0.00025388
,,,,83.8546,0.00127539,,,161.249,0.00063846,,,161.249,0.0002524
,,,,84.1096,0.00127448,,,161.849,0.000636829,,,161.849,0.000250929
,,,,84.3653,0.00127358,,,162.451,0.000635203,,,162.451,0.000249466
,,,,84.6218,0.00127267,,,163.056,0.00063358,,,163.056,0.000248012
,,,,84.8791,0.00127177,,,163.662,0.000631962,,,163.662,0.000246567
,,,,85.1372,0.00127087,,,164.271,0.000630348,,,164.271,0.000245129
,,,,85.3961,0.00126997,,,164.882,0.000628738,,,164.882,0.000243701
,,,,85.6557,0.00126908,,,165.496,0.000627132,,,165.496,0.00024228
,,,,85.9162,0.00126819,,,166.111,0.00062553,,,166.111,0.000240868
,,,,86.1774,0.00126729,,,166.729,0.000623932,,,166.729,0.000239464
,,,,86.4394,0.00126641,,,167.349,0.000622339,,,167.349,0.000238068
,,,,86.7023,0.00126552,,,167.972,0.000620749,,,167.972,0.00023668
,,,,86.9659,0.00126463,,,168.597,0.000619164,,,168.597,0.000235301
,,,,87.2303,0.00126375,,,169.224,0.000617582,,,169.224,0.000233929
,,,,87.4956,0.00126287,,,169.854,0.000616005,,,169.854,0.000232566
,,,,87.7616,0.00126199,,,170.485,0.000614432,,,170.485,0.00023121
,,,,88.0284,0.00126111,,,171.12,0.000612862,,,171.12,0.000229863
,,,,88.2961,0.00126023,,,171.756,0.000611297,,,171.756,0.000228523
,,,,88.5646,0.00125936,,,172.395,0.000609736,,,172.395,0.000227191
,,,,88.8339,0.00125849,,,173.037,0.000608178,,,173.037,0.000225866
,,,,89.104,0.00125761,,,173.68,0.000606625,,,173.68,0.00022455
,,,,89.3749,0.00125674,,,174.326,0.000605075,,,174.326,0.000223241
,,,,89.6466,0.00125587,,,174.975,0.00060353,,,174.975,0.00022194
,,,,89.9192,0.00125501,,,175.626,0.000601988,,,175.626,0.000220646
,,,,90.1926,0.00125414,,,176.279,0.000600451,,,176.279,0.00021936
,,,,90.4669,0.00125327,,,176.935,0.000598917,,,176.935,0.000218082
